id_movimento,vlr_transacao_movimento,descricao_transacao_movimento,data_transacao_movimento,id_cartao
121384,302.25,Farmácia - Medicamentos,2023-04-28,189
121385,61.35,Livraria - Compra de livros,2023-04-28,67
121386,306.41,Restaurante - Refeição,2023-04-28,99
121387,485.38,Posto de Gasolina - Abastecimento,2023-04-28,38
121388,206.16,Loja de Roupas - Vestuário,2023-04-28,172
121389,302.1,Posto de Gasolina - Abastecimento,2023-04-28,138
121390,411.36,E-commerce - Compra online,2023-04-28,208
121391,261.19,Farmácia - Medicamentos,2023-04-28,73
121392,163.68,Farmácia - Medicamentos,2023-04-28,183
121393,254.84,Loja de Roupas - Vestuário,2023-04-28,61
121394,43.55,Eletrônicos - Acessórios,2023-04-28,122
121395,231.77,E-commerce - Compra online,2023-04-28,197
121396,462.9,Supermercado - Compra de alimentos,2023-04-28,104
121397,211.29,Posto de Gasolina - Abastecimento,2023-04-28,162
121398,233.31,Eletrônicos - Acessórios,2023-04-28,241
121399,404.26,Livraria - Compra de livros,2023-04-28,223
121400,454.3,Livraria - Compra de livros,2023-04-28,22
121401,145.7,E-commerce - Compra online,2023-04-29,166
121402,201.03,Restaurante - Refeição,2023-04-29,149
121403,15.52,Farmácia - Medicamentos,2023-04-29,56
121404,198.21,Supermercado - Compra de alimentos,2023-04-29,14
121405,311.35,E-commerce - Compra online,2023-04-29,138
121406,48.77,Supermercado - Compra de alimentos,2023-04-29,138
121407,122.78,Academia - Mensalidade,2023-04-29,38
121408,296.35,Restaurante - Refeição,2023-04-29,204
121409,308.92,Academia - Mensalidade,2023-04-29,110
121410,336.65,E-commerce - Compra online,2023-04-29,30
121411,324.4,Posto de Gasolina - Abastecimento,2023-04-29,249
121412,282.5,Restaurante - Refeição,2023-04-29,60
121413,470.02,E-commerce - Compra online,2023-04-29,34
121414,208.45,Loja de Roupas - Vestuário,2023-04-29,53
121415,26.61,Cinema - Ingresso,2023-04-29,169
121416,413.64,Restaurante - Refeição,2023-04-29,136
121417,407.58,E-commerce - Compra online,2023-04-29,93
121418,328.42,Cinema - Ingresso,2023-04-29,41
121419,285.78,Supermercado - Compra de alimentos,2023-04-29,184
121420,221.47,Cinema - Ingresso,2023-04-29,75
121421,54.9,Academia - Mensalidade,2023-04-29,219
121422,491.74,Loja de Roupas - Vestuário,2023-04-29,159
121423,80.7,Academia - Mensalidade,2023-04-29,192
121424,397.68,E-commerce - Compra online,2023-04-29,26
121425,61.94,Loja de Roupas - Vestuário,2023-04-29,15
121426,220.1,Supermercado - Compra de alimentos,2023-04-29,102
121427,369.34,Cinema - Ingresso,2023-04-29,194
121428,46.41,Livraria - Compra de livros,2023-04-29,137
121429,62.94,Farmácia - Medicamentos,2023-04-29,220
121430,74.25,Cinema - Ingresso,2023-04-29,56
121431,383.82,Supermercado - Compra de alimentos,2023-04-29,99
121432,370.18,Eletrônicos - Acessórios,2023-04-29,33
121433,333.98,E-commerce - Compra online,2023-04-29,211
121434,202.77,Supermercado - Compra de alimentos,2023-04-29,150
121435,111.0,Cinema - Ingresso,2023-04-29,163
121436,170.44,Supermercado - Compra de alimentos,2023-04-29,47
121437,376.48,Posto de Gasolina - Abastecimento,2023-04-29,62
121438,327.07,Livraria - Compra de livros,2023-04-29,157
121439,494.93,Restaurante - Refeição,2023-04-29,50
121440,261.19,E-commerce - Compra online,2023-04-29,112
121441,484.62,Loja de Roupas - Vestuário,2023-04-29,145
121442,102.41,Restaurante - Refeição,2023-04-29,143
121443,490.67,Loja de Roupas - Vestuário,2023-04-29,31
121444,286.94,Eletrônicos - Acessórios,2023-04-29,40
121445,293.62,Academia - Mensalidade,2023-04-29,82
121446,98.65,Supermercado - Compra de alimentos,2023-04-29,43
121447,17.2,Loja de Roupas - Vestuário,2023-04-29,88
121448,96.26,Livraria - Compra de livros,2023-04-29,237
121449,191.35,Eletrônicos - Acessórios,2023-04-29,59
121450,175.23,Loja de Roupas - Vestuário,2023-04-29,210
121451,313.59,Academia - Mensalidade,2023-04-29,5
121452,398.66,Academia - Mensalidade,2023-04-29,27
121453,160.05,Loja de Roupas - Vestuário,2023-04-29,189
121454,78.12,E-commerce - Compra online,2023-04-29,91
121455,86.49,Loja de Roupas - Vestuário,2023-04-29,127
121456,433.48,Academia - Mensalidade,2023-04-29,59
121457,260.44,Academia - Mensalidade,2023-04-29,150
121458,149.03,Supermercado - Compra de alimentos,2023-04-29,3
121459,41.83,Academia - Mensalidade,2023-04-29,204
121460,494.57,Supermercado - Compra de alimentos,2023-04-29,21
121461,369.87,E-commerce - Compra online,2023-04-29,173
121462,476.92,Cinema - Ingresso,2023-04-29,158
121463,69.89,E-commerce - Compra online,2023-04-29,116
121464,386.12,Restaurante - Refeição,2023-04-29,155
121465,266.41,Academia - Mensalidade,2023-04-29,141
121466,372.53,Posto de Gasolina - Abastecimento,2023-04-29,88
121467,230.01,Livraria - Compra de livros,2023-04-29,191
121468,201.97,Eletrônicos - Acessórios,2023-04-29,32
121469,22.3,Eletrônicos - Acessórios,2023-04-29,183
121470,270.38,Posto de Gasolina - Abastecimento,2023-04-29,84
121471,206.79,Restaurante - Refeição,2023-04-29,47
121472,60.79,Academia - Mensalidade,2023-04-29,203
121473,182.56,Livraria - Compra de livros,2023-04-29,175
121474,39.19,Supermercado - Compra de alimentos,2023-04-29,182
121475,62.43,Cinema - Ingresso,2023-04-29,203
121476,49.43,Farmácia - Medicamentos,2023-04-29,242
121477,315.06,Supermercado - Compra de alimentos,2023-04-29,129
121478,493.12,Livraria - Compra de livros,2023-04-29,22
121479,400.37,Posto de Gasolina - Abastecimento,2023-04-29,62
121480,86.32,Restaurante - Refeição,2023-04-29,188
121481,132.82,Academia - Mensalidade,2023-04-29,47
121482,433.09,Eletrônicos - Acessórios,2023-04-29,151
121483,67.37,Farmácia - Medicamentos,2023-04-29,50
121484,173.42,Farmácia - Medicamentos,2023-04-29,224
121485,317.06,Supermercado - Compra de alimentos,2023-04-29,153
121486,107.91,Farmácia - Medicamentos,2023-04-29,240
121487,489.87,Academia - Mensalidade,2023-04-29,49
121488,259.61,Farmácia - Medicamentos,2023-04-29,128
121489,394.03,Livraria - Compra de livros,2023-04-29,58
121490,16.71,Eletrônicos - Acessórios,2023-04-29,166
121491,45.16,Loja de Roupas - Vestuário,2023-04-29,54
121492,230.22,Eletrônicos - Acessórios,2023-04-29,13
121493,152.62,Farmácia - Medicamentos,2023-04-29,163
121494,432.23,Farmácia - Medicamentos,2023-04-29,44
121495,264.39,Eletrônicos - Acessórios,2023-04-29,152
121496,337.42,E-commerce - Compra online,2023-04-29,85
121497,380.31,Cinema - Ingresso,2023-04-29,9
121498,108.76,Cinema - Ingresso,2023-04-29,216
121499,256.07,Eletrônicos - Acessórios,2023-04-29,237
121500,258.49,Farmácia - Medicamentos,2023-04-29,34
121501,436.5,Supermercado - Compra de alimentos,2023-04-30,23
121502,404.27,Livraria - Compra de livros,2023-04-30,210
121503,17.84,Farmácia - Medicamentos,2023-04-30,75
121504,468.93,Posto de Gasolina - Abastecimento,2023-04-30,46
121505,90.89,Supermercado - Compra de alimentos,2023-04-30,70
121506,103.87,Restaurante - Refeição,2023-04-30,14
121507,194.18,Farmácia - Medicamentos,2023-04-30,124
121508,384.88,Cinema - Ingresso,2023-04-30,111
121509,242.63,E-commerce - Compra online,2023-04-30,106
121510,316.48,Farmácia - Medicamentos,2023-04-30,94
121511,57.66,Posto de Gasolina - Abastecimento,2023-04-30,26
121512,223.94,Eletrônicos - Acessórios,2023-04-30,219
121513,178.29,E-commerce - Compra online,2023-04-30,243
121514,380.77,E-commerce - Compra online,2023-04-30,16
121515,252.97,Livraria - Compra de livros,2023-04-30,172
121516,370.43,Posto de Gasolina - Abastecimento,2023-04-30,182
121517,408.71,Farmácia - Medicamentos,2023-04-30,243
121518,81.01,E-commerce - Compra online,2023-04-30,33
121519,251.18,Livraria - Compra de livros,2023-04-30,140
121520,311.09,Eletrônicos - Acessórios,2023-04-30,37
121521,490.96,Livraria - Compra de livros,2023-04-30,186
121522,196.58,Cinema - Ingresso,2023-04-30,10
121523,230.55,Restaurante - Refeição,2023-04-30,230
121524,249.56,Loja de Roupas - Vestuário,2023-04-30,214
121525,99.45,Restaurante - Refeição,2023-04-30,20
121526,389.49,Cinema - Ingresso,2023-04-30,188
121527,171.48,Restaurante - Refeição,2023-04-30,77
121528,121.63,Posto de Gasolina - Abastecimento,2023-04-30,59
121529,298.91,Academia - Mensalidade,2023-04-30,154
121530,78.91,E-commerce - Compra online,2023-04-30,87
121531,206.89,Loja de Roupas - Vestuário,2023-04-30,161
121532,29.51,Livraria - Compra de livros,2023-04-30,136
121533,105.97,Academia - Mensalidade,2023-04-30,55
121534,371.94,Livraria - Compra de livros,2023-04-30,1
121535,210.62,Farmácia - Medicamentos,2023-04-30,92
121536,381.45,Supermercado - Compra de alimentos,2023-04-30,89
121537,366.44,Farmácia - Medicamentos,2023-04-30,140
121538,498.48,Farmácia - Medicamentos,2023-04-30,44
121539,179.19,Farmácia - Medicamentos,2023-04-30,47
121540,184.54,Academia - Mensalidade,2023-04-30,149
121541,192.13,Loja de Roupas - Vestuário,2023-04-30,30
121542,220.06,Livraria - Compra de livros,2023-04-30,143
121543,343.54,Restaurante - Refeição,2023-04-30,75
121544,488.06,Livraria - Compra de livros,2023-04-30,15
121545,82.15,E-commerce - Compra online,2023-04-30,143
121546,410.39,Livraria - Compra de livros,2023-04-30,101
121547,217.78,Farmácia - Medicamentos,2023-04-30,164
121548,103.11,Livraria - Compra de livros,2023-04-30,118
121549,326.74,Cinema - Ingresso,2023-04-30,234
121550,468.84,Livraria - Compra de livros,2023-04-30,129
121551,84.7,Farmácia - Medicamentos,2023-04-30,155
121552,343.33,Eletrônicos - Acessórios,2023-04-30,86
121553,271.57,Posto de Gasolina - Abastecimento,2023-04-30,52
121554,352.08,Restaurante - Refeição,2023-04-30,11
121555,324.89,Restaurante - Refeição,2023-04-30,12
121556,239.4,Eletrônicos - Acessórios,2023-04-30,225
121557,181.73,Loja de Roupas - Vestuário,2023-04-30,95
121558,254.14,Supermercado - Compra de alimentos,2023-04-30,189
121559,447.02,Supermercado - Compra de alimentos,2023-04-30,183
121560,257.95,Livraria - Compra de livros,2023-04-30,197
121561,91.81,Cinema - Ingresso,2023-04-30,219
121562,270.26,E-commerce - Compra online,2023-04-30,235
121563,453.85,Farmácia - Medicamentos,2023-04-30,24
121564,364.47,Loja de Roupas - Vestuário,2023-04-30,69
121565,360.89,Academia - Mensalidade,2023-04-30,127
121566,206.37,Restaurante - Refeição,2023-04-30,50
121567,148.56,Livraria - Compra de livros,2023-04-30,133
121568,159.7,Loja de Roupas - Vestuário,2023-04-30,241
121569,293.47,E-commerce - Compra online,2023-04-30,191
121570,364.39,Cinema - Ingresso,2023-04-30,208
121571,205.95,Restaurante - Refeição,2023-04-30,86
121572,254.15,Restaurante - Refeição,2023-04-30,226
121573,335.87,Supermercado - Compra de alimentos,2023-04-30,162
121574,62.74,Loja de Roupas - Vestuário,2023-04-30,164
121575,360.93,Academia - Mensalidade,2023-04-30,172
121576,374.27,Posto de Gasolina - Abastecimento,2023-04-30,246
121577,312.36,Livraria - Compra de livros,2023-04-30,10
121578,272.3,Posto de Gasolina - Abastecimento,2023-04-30,232
121579,35.85,Supermercado - Compra de alimentos,2023-04-30,180
121580,179.75,Posto de Gasolina - Abastecimento,2023-04-30,178
121581,359.91,Academia - Mensalidade,2023-04-30,102
121582,462.73,Livraria - Compra de livros,2023-04-30,162
121583,438.27,Cinema - Ingresso,2023-04-30,201
121584,414.88,Eletrônicos - Acessórios,2023-04-30,88
121585,213.35,Supermercado - Compra de alimentos,2023-04-30,225
121586,486.84,Loja de Roupas - Vestuário,2023-04-30,18
121587,156.27,Supermercado - Compra de alimentos,2023-04-30,172
121588,464.01,Supermercado - Compra de alimentos,2023-04-30,97
121589,190.72,E-commerce - Compra online,2023-04-30,172
121590,7.32,Restaurante - Refeição,2023-04-30,20
121591,116.26,Academia - Mensalidade,2023-04-30,150
121592,465.57,Academia - Mensalidade,2023-04-30,240
121593,160.45,Livraria - Compra de livros,2023-04-30,57
121594,17.69,E-commerce - Compra online,2023-04-30,203
121595,13.7,Posto de Gasolina - Abastecimento,2023-04-30,136
121596,472.23,Academia - Mensalidade,2023-04-30,214
121597,352.88,Farmácia - Medicamentos,2023-04-30,241
121598,222.07,Restaurante - Refeição,2023-04-30,220
121599,29.75,Livraria - Compra de livros,2023-04-30,28
121600,26.37,Supermercado - Compra de alimentos,2023-04-30,190
121601,100.09,Loja de Roupas - Vestuário,2023-05-01,128
121602,199.71,Livraria - Compra de livros,2023-05-01,79
121603,59.65,Supermercado - Compra de alimentos,2023-05-01,118
121604,403.04,Farmácia - Medicamentos,2023-05-01,140
121605,186.57,Cinema - Ingresso,2023-05-01,112
121606,50.41,Posto de Gasolina - Abastecimento,2023-05-01,128
121607,371.46,Academia - Mensalidade,2023-05-01,177
121608,84.44,Supermercado - Compra de alimentos,2023-05-01,40
121609,305.54,Posto de Gasolina - Abastecimento,2023-05-01,198
121610,202.98,Eletrônicos - Acessórios,2023-05-01,42
121611,397.42,Farmácia - Medicamentos,2023-05-01,38
121612,466.79,E-commerce - Compra online,2023-05-01,49
121613,439.76,Livraria - Compra de livros,2023-05-01,234
121614,315.26,Eletrônicos - Acessórios,2023-05-01,82
121615,151.99,Eletrônicos - Acessórios,2023-05-01,167
121616,395.57,Cinema - Ingresso,2023-05-01,145
121617,439.04,Cinema - Ingresso,2023-05-01,60
121618,27.39,Eletrônicos - Acessórios,2023-05-01,148
121619,59.08,Posto de Gasolina - Abastecimento,2023-05-01,159
121620,375.69,E-commerce - Compra online,2023-05-01,131
121621,142.56,Academia - Mensalidade,2023-05-01,34
121622,205.98,Academia - Mensalidade,2023-05-01,223
121623,20.43,Livraria - Compra de livros,2023-05-01,99
121624,186.46,E-commerce - Compra online,2023-05-01,187
121625,422.92,Supermercado - Compra de alimentos,2023-05-01,165
121626,134.45,Posto de Gasolina - Abastecimento,2023-05-01,212
121627,450.28,Livraria - Compra de livros,2023-05-01,192
121628,270.62,Farmácia - Medicamentos,2023-05-01,54
121629,40.16,Eletrônicos - Acessórios,2023-05-01,183
121630,272.18,Supermercado - Compra de alimentos,2023-05-01,197
121631,391.28,Eletrônicos - Acessórios,2023-05-01,84
121632,377.0,Loja de Roupas - Vestuário,2023-05-01,161
121633,393.54,E-commerce - Compra online,2023-05-01,221
121634,47.25,Loja de Roupas - Vestuário,2023-05-01,84
121635,423.77,Cinema - Ingresso,2023-05-01,185
121636,185.15,E-commerce - Compra online,2023-05-01,217
121637,401.51,Supermercado - Compra de alimentos,2023-05-01,145
121638,188.67,Cinema - Ingresso,2023-05-01,168
121639,363.69,Academia - Mensalidade,2023-05-01,10
121640,488.11,Academia - Mensalidade,2023-05-01,47
121641,269.03,Posto de Gasolina - Abastecimento,2023-05-01,54
121642,30.61,Supermercado - Compra de alimentos,2023-05-01,184
121643,171.96,Academia - Mensalidade,2023-05-01,74
121644,294.95,Loja de Roupas - Vestuário,2023-05-01,143
121645,354.37,Academia - Mensalidade,2023-05-01,206
121646,91.26,Academia - Mensalidade,2023-05-01,241
121647,485.29,Restaurante - Refeição,2023-05-01,3
121648,337.98,Farmácia - Medicamentos,2023-05-01,35
121649,358.97,Livraria - Compra de livros,2023-05-01,22
121650,103.3,Posto de Gasolina - Abastecimento,2023-05-01,225
121651,458.96,E-commerce - Compra online,2023-05-01,192
121652,434.66,Academia - Mensalidade,2023-05-01,195
121653,276.96,E-commerce - Compra online,2023-05-01,7
121654,364.41,Academia - Mensalidade,2023-05-01,222
121655,261.01,Livraria - Compra de livros,2023-05-01,104
121656,482.55,Eletrônicos - Acessórios,2023-05-01,65
121657,161.23,Posto de Gasolina - Abastecimento,2023-05-01,20
121658,404.73,Livraria - Compra de livros,2023-05-01,83
121659,415.19,Farmácia - Medicamentos,2023-05-01,181
121660,288.34,Loja de Roupas - Vestuário,2023-05-01,168
121661,148.29,Restaurante - Refeição,2023-05-01,92
121662,363.26,E-commerce - Compra online,2023-05-01,142
121663,14.42,Livraria - Compra de livros,2023-05-01,86
121664,461.24,Supermercado - Compra de alimentos,2023-05-01,166
121665,349.07,Restaurante - Refeição,2023-05-01,247
121666,441.53,Posto de Gasolina - Abastecimento,2023-05-01,151
121667,172.03,Farmácia - Medicamentos,2023-05-01,72
121668,459.6,Academia - Mensalidade,2023-05-01,63
121669,276.26,Livraria - Compra de livros,2023-05-01,96
121670,445.02,Cinema - Ingresso,2023-05-01,28
121671,58.53,Eletrônicos - Acessórios,2023-05-01,85
121672,229.36,Cinema - Ingresso,2023-05-01,54
121673,159.07,Posto de Gasolina - Abastecimento,2023-05-01,50
121674,158.78,Posto de Gasolina - Abastecimento,2023-05-01,111
121675,227.69,Livraria - Compra de livros,2023-05-01,163
121676,248.96,Supermercado - Compra de alimentos,2023-05-01,105
121677,358.09,Posto de Gasolina - Abastecimento,2023-05-01,3
121678,270.15,Loja de Roupas - Vestuário,2023-05-01,40
121679,176.02,Farmácia - Medicamentos,2023-05-01,221
121680,172.03,Livraria - Compra de livros,2023-05-01,97
121681,363.36,Loja de Roupas - Vestuário,2023-05-01,172
121682,307.42,Restaurante - Refeição,2023-05-01,99
121683,23.72,Posto de Gasolina - Abastecimento,2023-05-01,57
121684,437.5,Academia - Mensalidade,2023-05-01,101
121685,262.43,Farmácia - Medicamentos,2023-05-01,163
121686,196.26,Cinema - Ingresso,2023-05-01,154
121687,217.5,Livraria - Compra de livros,2023-05-01,122
121688,416.89,E-commerce - Compra online,2023-05-01,167
121689,71.02,Loja de Roupas - Vestuário,2023-05-01,110
121690,438.37,Cinema - Ingresso,2023-05-01,11
121691,216.57,E-commerce - Compra online,2023-05-01,249
121692,497.39,Loja de Roupas - Vestuário,2023-05-01,165
121693,317.21,E-commerce - Compra online,2023-05-01,60
121694,406.62,Livraria - Compra de livros,2023-05-01,46
121695,250.41,Restaurante - Refeição,2023-05-01,110
121696,345.36,Restaurante - Refeição,2023-05-01,92
121697,112.58,Eletrônicos - Acessórios,2023-05-01,88
121698,147.05,E-commerce - Compra online,2023-05-01,59
121699,182.17,Eletrônicos - Acessórios,2023-05-01,187
121700,247.51,Restaurante - Refeição,2023-05-01,220
121701,282.4,Supermercado - Compra de alimentos,2023-05-02,128
121702,22.77,Eletrônicos - Acessórios,2023-05-02,144
121703,95.19,E-commerce - Compra online,2023-05-02,159
121704,422.3,Supermercado - Compra de alimentos,2023-05-02,25
121705,444.02,Supermercado - Compra de alimentos,2023-05-02,152
121706,234.43,Restaurante - Refeição,2023-05-02,195
121707,408.13,Livraria - Compra de livros,2023-05-02,204
121708,405.91,E-commerce - Compra online,2023-05-02,221
121709,127.01,Cinema - Ingresso,2023-05-02,216
121710,118.06,Farmácia - Medicamentos,2023-05-02,111
121711,333.47,Posto de Gasolina - Abastecimento,2023-05-02,5
121712,128.6,Loja de Roupas - Vestuário,2023-05-02,51
121713,88.34,Farmácia - Medicamentos,2023-05-02,189
121714,36.16,Cinema - Ingresso,2023-05-02,215
121715,121.36,Eletrônicos - Acessórios,2023-05-02,7
121716,435.27,Restaurante - Refeição,2023-05-02,80
121717,154.33,Loja de Roupas - Vestuário,2023-05-02,188
121718,240.22,Restaurante - Refeição,2023-05-02,168
121719,102.97,Farmácia - Medicamentos,2023-05-02,81
121720,272.8,Supermercado - Compra de alimentos,2023-05-02,101
121721,173.47,Restaurante - Refeição,2023-05-02,71
121722,107.36,Farmácia - Medicamentos,2023-05-02,221
121723,322.84,Academia - Mensalidade,2023-05-02,149
121724,344.51,Farmácia - Medicamentos,2023-05-02,173
121725,48.85,Cinema - Ingresso,2023-05-02,153
121726,136.23,Farmácia - Medicamentos,2023-05-02,238
121727,455.75,Posto de Gasolina - Abastecimento,2023-05-02,126
121728,199.45,E-commerce - Compra online,2023-05-02,2
121729,305.46,E-commerce - Compra online,2023-05-02,70
121730,130.67,Academia - Mensalidade,2023-05-02,235
121731,318.7,Supermercado - Compra de alimentos,2023-05-02,103
121732,345.66,Livraria - Compra de livros,2023-05-02,186
121733,33.95,Eletrônicos - Acessórios,2023-05-02,181
121734,468.46,E-commerce - Compra online,2023-05-02,46
121735,92.76,Eletrônicos - Acessórios,2023-05-02,172
121736,371.24,Loja de Roupas - Vestuário,2023-05-02,110
121737,184.04,Supermercado - Compra de alimentos,2023-05-02,96
121738,81.28,E-commerce - Compra online,2023-05-02,110
121739,415.05,Eletrônicos - Acessórios,2023-05-02,149
121740,193.48,Eletrônicos - Acessórios,2023-05-02,212
121741,174.28,Academia - Mensalidade,2023-05-02,127
121742,294.07,Eletrônicos - Acessórios,2023-05-02,237
121743,330.95,Supermercado - Compra de alimentos,2023-05-02,23
121744,356.53,Farmácia - Medicamentos,2023-05-02,208
121745,434.74,E-commerce - Compra online,2023-05-02,176
121746,393.04,Cinema - Ingresso,2023-05-02,207
121747,328.19,Posto de Gasolina - Abastecimento,2023-05-02,154
121748,327.11,Supermercado - Compra de alimentos,2023-05-02,150
121749,362.75,Cinema - Ingresso,2023-05-02,99
121750,19.15,Restaurante - Refeição,2023-05-02,188
121751,238.67,Livraria - Compra de livros,2023-05-02,4
121752,5.48,Loja de Roupas - Vestuário,2023-05-02,22
121753,214.52,E-commerce - Compra online,2023-05-02,70
121754,157.86,Supermercado - Compra de alimentos,2023-05-02,89
121755,443.13,Supermercado - Compra de alimentos,2023-05-02,17
121756,29.14,Livraria - Compra de livros,2023-05-02,148
121757,299.47,Posto de Gasolina - Abastecimento,2023-05-02,196
121758,10.45,Posto de Gasolina - Abastecimento,2023-05-02,195
121759,114.29,Academia - Mensalidade,2023-05-02,12
121760,380.31,Farmácia - Medicamentos,2023-05-02,86
121761,479.48,Restaurante - Refeição,2023-05-02,143
121762,260.07,Academia - Mensalidade,2023-05-02,198
121763,270.5,Loja de Roupas - Vestuário,2023-05-02,169
121764,368.96,Academia - Mensalidade,2023-05-02,48
121765,275.55,Eletrônicos - Acessórios,2023-05-02,27
121766,20.18,Farmácia - Medicamentos,2023-05-02,174
121767,411.7,Eletrônicos - Acessórios,2023-05-02,190
121768,95.49,Cinema - Ingresso,2023-05-02,153
121769,64.7,Posto de Gasolina - Abastecimento,2023-05-02,207
121770,109.86,Loja de Roupas - Vestuário,2023-05-02,146
121771,281.43,Farmácia - Medicamentos,2023-05-02,110
121772,164.97,Posto de Gasolina - Abastecimento,2023-05-02,157
121773,472.37,E-commerce - Compra online,2023-05-02,37
121774,276.81,Farmácia - Medicamentos,2023-05-02,164
121775,166.64,Loja de Roupas - Vestuário,2023-05-02,248
121776,488.75,Academia - Mensalidade,2023-05-02,240
121777,390.44,Restaurante - Refeição,2023-05-02,5
121778,28.18,Posto de Gasolina - Abastecimento,2023-05-02,230
121779,188.93,Livraria - Compra de livros,2023-05-02,2
121780,52.4,Cinema - Ingresso,2023-05-02,22
121781,365.65,Supermercado - Compra de alimentos,2023-05-02,233
121782,476.77,Farmácia - Medicamentos,2023-05-02,146
121783,242.66,Eletrônicos - Acessórios,2023-05-02,84
121784,59.34,Eletrônicos - Acessórios,2023-05-02,164
121785,439.95,E-commerce - Compra online,2023-05-02,189
121786,44.77,Cinema - Ingresso,2023-05-02,30
121787,52.78,Eletrônicos - Acessórios,2023-05-02,10
121788,148.64,Supermercado - Compra de alimentos,2023-05-02,53
121789,90.13,Livraria - Compra de livros,2023-05-02,88
121790,460.27,Eletrônicos - Acessórios,2023-05-02,25
121791,236.65,Eletrônicos - Acessórios,2023-05-02,64
121792,355.59,Academia - Mensalidade,2023-05-02,13
121793,437.34,Cinema - Ingresso,2023-05-02,220
121794,29.79,Posto de Gasolina - Abastecimento,2023-05-02,27
121795,23.45,Farmácia - Medicamentos,2023-05-02,244
121796,5.68,Posto de Gasolina - Abastecimento,2023-05-02,114
121797,206.16,Loja de Roupas - Vestuário,2023-05-02,191
121798,293.9,Eletrônicos - Acessórios,2023-05-02,233
121799,456.08,Restaurante - Refeição,2023-05-02,65
121800,218.0,Eletrônicos - Acessórios,2023-05-02,9
121801,450.39,E-commerce - Compra online,2023-05-03,148
121802,495.31,Cinema - Ingresso,2023-05-03,213
121803,305.76,Restaurante - Refeição,2023-05-03,128
121804,244.98,Cinema - Ingresso,2023-05-03,160
121805,462.56,Supermercado - Compra de alimentos,2023-05-03,188
121806,416.24,Eletrônicos - Acessórios,2023-05-03,115
121807,10.65,E-commerce - Compra online,2023-05-03,230
121808,413.12,Restaurante - Refeição,2023-05-03,142
121809,8.55,E-commerce - Compra online,2023-05-03,17
121810,340.64,Livraria - Compra de livros,2023-05-03,128
121811,61.15,Cinema - Ingresso,2023-05-03,160
121812,135.69,Loja de Roupas - Vestuário,2023-05-03,103
121813,275.36,Loja de Roupas - Vestuário,2023-05-03,236
121814,286.7,Restaurante - Refeição,2023-05-03,57
121815,313.02,Academia - Mensalidade,2023-05-03,173
121816,433.17,Farmácia - Medicamentos,2023-05-03,225
121817,72.36,Loja de Roupas - Vestuário,2023-05-03,34
121818,319.96,Farmácia - Medicamentos,2023-05-03,190
121819,182.76,Eletrônicos - Acessórios,2023-05-03,5
121820,35.91,Restaurante - Refeição,2023-05-03,159
121821,187.86,Restaurante - Refeição,2023-05-03,114
121822,498.34,Loja de Roupas - Vestuário,2023-05-03,104
121823,472.04,Loja de Roupas - Vestuário,2023-05-03,58
121824,187.73,Academia - Mensalidade,2023-05-03,46
121825,38.67,Posto de Gasolina - Abastecimento,2023-05-03,91
121826,343.79,Loja de Roupas - Vestuário,2023-05-03,103
121827,182.84,Cinema - Ingresso,2023-05-03,106
121828,350.61,Farmácia - Medicamentos,2023-05-03,55
121829,167.06,Supermercado - Compra de alimentos,2023-05-03,56
121830,152.91,Eletrônicos - Acessórios,2023-05-03,108
121831,249.2,Supermercado - Compra de alimentos,2023-05-03,125
121832,139.22,Academia - Mensalidade,2023-05-03,248
121833,49.98,Supermercado - Compra de alimentos,2023-05-03,68
121834,111.07,Loja de Roupas - Vestuário,2023-05-03,82
121835,95.47,Eletrônicos - Acessórios,2023-05-03,177
121836,152.12,Cinema - Ingresso,2023-05-03,87
121837,149.88,Cinema - Ingresso,2023-05-03,148
121838,364.29,Supermercado - Compra de alimentos,2023-05-03,116
121839,375.7,Eletrônicos - Acessórios,2023-05-03,150
121840,119.87,E-commerce - Compra online,2023-05-03,90
121841,177.35,Farmácia - Medicamentos,2023-05-03,114
121842,57.36,Posto de Gasolina - Abastecimento,2023-05-03,24
121843,261.82,Cinema - Ingresso,2023-05-03,137
121844,202.01,Eletrônicos - Acessórios,2023-05-03,76
121845,153.03,Livraria - Compra de livros,2023-05-03,32
121846,28.48,Posto de Gasolina - Abastecimento,2023-05-03,213
121847,483.78,E-commerce - Compra online,2023-05-03,218
121848,61.15,Eletrônicos - Acessórios,2023-05-03,48
121849,192.81,Posto de Gasolina - Abastecimento,2023-05-03,189
121850,438.74,E-commerce - Compra online,2023-05-03,223
121851,202.53,Eletrônicos - Acessórios,2023-05-03,245
121852,443.8,Cinema - Ingresso,2023-05-03,193
121853,114.96,Posto de Gasolina - Abastecimento,2023-05-03,242
121854,66.0,E-commerce - Compra online,2023-05-03,176
121855,351.36,Posto de Gasolina - Abastecimento,2023-05-03,39
121856,453.56,Posto de Gasolina - Abastecimento,2023-05-03,39
121857,97.99,E-commerce - Compra online,2023-05-03,185
121858,190.04,Farmácia - Medicamentos,2023-05-03,160
121859,91.62,Restaurante - Refeição,2023-05-03,19
121860,345.45,Farmácia - Medicamentos,2023-05-03,215
121861,280.76,E-commerce - Compra online,2023-05-03,85
121862,447.1,Academia - Mensalidade,2023-05-03,161
121863,189.78,Livraria - Compra de livros,2023-05-03,48
121864,38.6,Restaurante - Refeição,2023-05-03,143
